Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.323119524575261,0.0255109822735117,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,
4,0.323119524575369,0.0255109822735239,PHATRDRAFT_54015,PHATRDRAFT_5423,PHATRDRAFT_21970,PHATRDRAFT_35580
4,0.323119524575231,0.0255109822735068,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_47293,PHATRDRAFT_28181
4,0.323119524575231,0.0255109822735068,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_35691,PHATRDRAFT_28181
4,0.32311952457538,0.0255109822735249,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_20318,PHATRDRAFT_21970
4,0.32311952457538,0.0255109822735249,PHATRDRAFT_54015,PHATRDRAFT_20318,PHATRDRAFT_23723,PHATRDRAFT_21970
4,0.323119524575374,0.025510982273582,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_21970,PHATRDRAFT_51970
4,0.32311952457538,0.0255109822735249,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_20318,PHATRDRAFT_21970
4,0.323119524575231,0.0255109822735068,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_47293,PHATRDRAFT_28181
4,0.32311952457538,0.0255109822735249,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_38946,PHATRDRAFT_21970
