Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.359606707775731,0.0493272007107583,PHATRDRAFT_36821,PHATRDRAFT_859,,
2,0.359606707775731,0.0493272007107316,PHATRDRAFT_36821,PHATRDRAFT_48078,,
2,0.359606707775731,0.0493272007107523,PHATRDRAFT_36821,PHATRDRAFT_23913,,
2,0.359606707775734,0.0493272007107588,PHATRDRAFT_36821,PHATRDRAFT_20310,,
2,0.359606707775734,0.0493272007107587,PHATRDRAFT_36821,PHATRDRAFT_42245,,
2,0.359606707775732,0.0322056617015207,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.359606707775734,0.0322056617015209,PHATRDRAFT_10454,PHATRDRAFT_859,,
3,0.359606707775731,0.0493272007107583,PHATRDRAFT_36821,PHATRDRAFT_41886,PHATRDRAFT_39681,
3,0.359606707775849,0.0322056617015312,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,
3,0.359606707775732,0.0322056617015207,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,
3,0.359606707775732,0.0244599113588473,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_43469,
4,0.359606707775731,0.050599822272484,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693
4,0.359606707775734,0.0220707141631761,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245
4,0.359606707775731,0.020079636451551,PHATRDRAFT_54478,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454
4,0.359606707775622,0.0129761952256114,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215
4,0.359606707775731,0.0129761952256384,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215
