Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
11,0.225060811135692,0.462770038091397,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YPL061W,YKL192C,YOL059W,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.226598172215243,0.295982552289496,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YOL059W,YMR267W,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.226598172215243,0.295982520034748,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YAL054C,YIL155C,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.226598172215243,0.29598255347583,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YER170W,YIL155C,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.226598172229121,0.295982508593752,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YIL155C,YMR267W,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.228171942490169,0.0515441070336743,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YDR035W,YKL192C,YOL059W,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.22817194249711,0.051544078770074,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YBR291C,YIL155C,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.228171942497109,0.051544142844069,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YBR291C,YOL059W,YLR348C,YML120C,,,,,,,,,,,,,,
11,0.228654458151538,0.00313488705465591,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YIL155C,YLR348C,YML120C,YEL046C,,,,,,,,,,,,,,
11,0.22865445813072,0.00313486700048886,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YKL192C,YOL059W,YLR348C,YML120C,YEL046C,,,,,,,,,,,,,,
11,0.225060811142629,0.462770050376527,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YMR083W,YPL061W,YKL192C,YIL155C,YLR348C,YML120C,,,,,,,,,,,,,,
