Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
7,0.348327674456757,0.0552022479340965,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_42245,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.348327674456762,0.0552022479343814,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.348327674456759,0.0552022479341766,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
8,0.229933161911887,0.162905877279974,PHATRDRAFT_30145,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.348327674456683,0.0552022479341053,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_20445,
8,0.348327674456759,0.0552022479342338,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.348327674456757,0.0552022479342101,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.348327674456868,0.0552022479340927,PHATRDRAFT_34010,PHATRDRAFT_40430,PHATRDRAFT_13951,PHATRDRAFT_22803,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.348327674456868,0.0552022479340927,PHATRDRAFT_34010,PHATRDRAFT_29016,PHATRDRAFT_13951,PHATRDRAFT_41969,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
9,0.348327674456683,0.0552022479341053,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_25572
