Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
2,0.351664599853428,0.00555293548744569,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,,
2,0.351664599853411,0.00555293548720576,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,,
2,0.351664599853523,0.00555293548730146,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,,
2,0.35166459985353,0.00555293548717065,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,,
3,0.351664599853439,0.00555293548711889,PHATRDRAFT_draft521,PHATRDRAFT_55192,PHATRDRAFT_35240,,,,,,,
3,0.351664599853409,0.00555293548715596,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,,,,,,,
3,0.351664599853411,0.00555293548736527,PHATRDRAFT_draft521,PHATRDRAFT_25932,PHATRDRAFT_11014,,,,,,,
5,0.347002768520698,0.00881237855898635,PHATRDRAFT_draft521,PHATRDRAFT_30145,PHATRDRAFT_36257,PHATRDRAFT_20318,PHATRDRAFT_49903,,,,,
5,0.347002768520698,0.00881237855898635,PHATRDRAFT_draft521,PHATRDRAFT_30145,PHATRDRAFT_36257,PHATRDRAFT_14962,PHATRDRAFT_47293,,,,,
6,0.355108301030845,0.0031451804349399,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,,,,
7,0.320738966416378,0.0271754126753686,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_41886,PHATRDRAFT_39681,,,
8,0.320738966416379,0.0271754126753699,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,Phatr3_EG02251,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_25932,PHATRDRAFT_11014,,
8,0.320738966416378,0.0271754126753544,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,Phatr3_EG02251,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_20310,,
9,0.289654997962353,0.048908593991901,PHATRDRAFT_30145,Phatr3_EG02261,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,
10,0.320738966416293,0.0271754126753629,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_48078,PHATRDRAFT_8945,PHATRDRAFT_41686
