Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
2,0.352963832594127,0.00464454244316863,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,,
2,0.352963832594127,0.00464454244305193,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,,
2,0.352963832594238,0.00464454244318806,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,,
2,0.352963832595125,0.00464454244454054,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,,
3,0.352963832594127,0.00464454244310369,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,,,,,,,
3,0.352963832594124,0.00464454244325211,PHATRDRAFT_draft521,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,,,,
4,0.342142543216958,0.0122105340394486,PHATRDRAFT_draft521,PHATRDRAFT_30145,PHATRDRAFT_36256,PHATRDRAFT_15917,,,,,,
6,0.326307700715028,0.0232818843314656,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_19708,PHATRDRAFT_42245,,,,
7,0.326307700715025,0.0232818843314225,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_20310,,,
8,0.301380057518304,0.0407107074944004,PHATRDRAFT_30145,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,,
8,0.348748966198088,0.00759147811978818,PHATRDRAFT_draft521,PHATRDRAFT_54477,PHATRDRAFT_36257,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_14962,PHATRDRAFT_35691,,
9,0.283361876350173,0.0498797093788069,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_23913,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_46728,
9,0.355602558573127,0.0027996071598254,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_23365,
10,0.326307700715084,0.0232818843312734,PHATRDRAFT_55192,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_35240
