Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0143955276046368,0.0098885974161867,STM0620,STM1597,STM1749,STM2463,STM0737,STM2654,STM0441,STM2555,STM1511,STM3866,STM1620,STM2167,STM2081,STM0150,STM4184,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0007,STM2473,,,,,,,,,,,
25,0.0138155153269917,0.00949112778239829,STM3646,STM0620,STM1597,STM1749,STM2463,STM0737,STM2654,STM0441,STM2555,STM0934,STM3866,STM1135,STM2167,STM2081,STM0150,STM4184,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0007,STM2473,,,,,,,,,,
25,0.0125140076730223,0.00860250429521775,STM4483,STM1749,STM2463,STM0441,STM3866,STM1884,STM1620,STM2167,STM2081,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM2051,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0125138765580462,0.00859001291004313,STM1749,STM2463,STM0441,STM1886,STM0169,STM0861,STM3866,STM1620,STM2167,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM2051,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0124310639114852,0.00855095593308378,STM1749,STM2463,STM0441,STM3680,STM0169,STM0861,STM3866,STM1620,STM2167,STM0974,STM2472,STM0785,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0124310639114852,0.00855095593308378,STM1749,STM2463,STM0441,STM3680,STM1886,STM0169,STM0861,STM3866,STM1620,STM2167,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0124310562329138,0.00854335527462713,STM4483,STM1749,STM2463,STM0441,STM3680,STM3866,STM1884,STM1620,STM2167,STM2081,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0124310307017311,0.00853765053286853,STM4482,STM1749,STM2463,STM0441,STM3680,STM3866,STM1884,STM1620,STM2167,STM2081,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0124309712893476,0.00853327753389296,STM4483,STM1749,STM2463,STM0441,STM3680,STM3866,STM1885,STM1620,STM2167,STM2081,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
25,0.0124310335811828,0.00854113941546762,STM4482,STM1749,STM2463,STM0441,STM3680,STM3866,STM1885,STM1620,STM2167,STM2081,STM0974,STM2472,STM0150,STM0568,STM1211,STM2317,STM0935,STM2338,STM2466,STM1937,STM0733,STM0007,STM2473,STM0054,STM3353,,,,,,,,,,
