Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
2,0.0398688818203309,0.0241760113104994,Rv3356c,Rv2945c,,,,,,,,,,
6,0.0172098528097613,0.00705981579609816,Rv2443,Rv3356c,Rv1236,Rv1098c,Rv2920c,Rv1475c,,,,,,
7,0.0172098527924142,0.00705983631514743,Rv2443,Rv3356c,Rv1236,Rv2332,Rv1240,Rv2920c,Rv1475c,,,,,
7,0.018244167879681,0.00490075218451946,Rv1445c,Rv3010c,Rv2443,Rv3356c,Rv1098c,Rv2920c,Rv1475c,,,,,
7,0.0184314673723181,0.00342648062424067,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1098c,Rv2920c,Rv1475c,,,,,
8,0.0182441678952938,0.0049007610234512,Rv1445c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv2920c,Rv1475c,,,,
8,0.0184314673861961,0.00342647591040095,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv2920c,Rv1475c,,,,
8,0.018244167879681,0.00490075218451946,Rv1122,Rv1844c,Rv3010c,Rv2443,Rv3356c,Rv1098c,Rv2920c,Rv1475c,,,,
9,0.0182441678952938,0.0049007610234512,Rv1122,Rv1844c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv2920c,Rv1475c,,,
9,0.0172098528097613,0.00705981579609816,Rv2443,Rv3356c,Rv1236,Rv1098c,Rv2920c,Rv1915,Rv0467,Rv3339c,Rv0066c,,,
9,0.016815547710442,0.0101967442452268,Rv2443,Rv1908c,Rv3356c,Rv2476c,Rv1236,Rv1098c,Rv2780,Rv2930,Rv1475c,,,
9,0.017924445497246,0.0085702430658076,Rv1445c,Rv3010c,Rv2443,Rv1908c,Rv3356c,Rv2476c,Rv1098c,Rv2780,Rv1475c,,,
10,0.0184314673723181,0.00342648062424067,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1098c,Rv2920c,Rv1915,Rv0467,Rv3339c,Rv0066c,,
10,0.0182441679889685,0.00490080402774771,Rv1445c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv0118c,Rv2920c,Rv3339c,Rv0066c,,
11,0.018244167879681,0.00490075218451946,Rv3010c,Rv2443,Rv3356c,Rv1121,Rv1447c,Rv1098c,Rv2920c,Rv1915,Rv0467,Rv3339c,Rv0066c,
12,0.0182441678952938,0.0049007610234512,Rv1122,Rv1844c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv2920c,Rv1915,Rv0467,Rv3339c,Rv0066c
