Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.32311952457529,0.0255109822735287,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,
3,0.323119524575318,0.0255109822731469,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,
4,0.323119524575595,0.0255109822735692,PHATRDRAFT_54015,PHATRDRAFT_38946,PHATRDRAFT_23723,PHATRDRAFT_21970
4,0.323119524575426,0.0255109822735322,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_12331,PHATRDRAFT_28181
4,0.323119524575319,0.0255109822735391,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_38085,PHATRDRAFT_28181
4,0.323119524575595,0.0255109822735692,PHATRDRAFT_54015,PHATRDRAFT_21970,PHATRDRAFT_31436,YP_874486_AT1
4,0.323119524575319,0.0255109822735391,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_38085,PHATRDRAFT_28181
4,0.323119524575595,0.0255109822735692,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_5423,PHATRDRAFT_21970
4,0.323119524575372,0.0255109822736389,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_35691,PHATRDRAFT_28181
4,0.323119524575319,0.0255109822735391,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_28181,YP_874486_AT1
4,0.323119524575369,0.0255109822734981,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_47293,PHATRDRAFT_21970
4,0.323119524575595,0.0255109822735692,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_5423,PHATRDRAFT_21970
4,0.32311952457531,0.0255109822735925,PHATRDRAFT_54015,PHATRDRAFT_20318,PHATRDRAFT_35580,PHATRDRAFT_28181
4,0.323119524575319,0.0255109822735391,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_35691,PHATRDRAFT_28181
4,0.323119524575431,0.0255109822734673,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_51970,PHATRDRAFT_28181
4,0.323119524575319,0.0255109822735391,PHATRDRAFT_54015,PHATRDRAFT_35691,PHATRDRAFT_23723,PHATRDRAFT_28181
4,0.323119524575319,0.0255109822735391,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_35691,PHATRDRAFT_28181
4,0.323119524575595,0.0255109822735692,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_20318,PHATRDRAFT_21970
