Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,
3,0.0250242471421372,0.0638355703237344,Rv2476c,Rv1236,Rv1475c,,,,,,,,,,,
3,0.0263711646883918,0.0595822497776636,Rv3010c,Rv2476c,Rv1475c,,,,,,,,,,,
3,0.0480831837698367,0.0114339459115525,Rv2476c,Rv1240,Rv0211,,,,,,,,,,,
3,0.0413931512678652,0.373640470944473,Rv2476c,Rv1311,Rv1475c,,,,,,,,,,,
3,0.0467674037539687,0.347960788490457,Rv2476c,Rv1902c,Rv1475c,,,,,,,,,,,
3,0.0485358202973758,0.0397075999648145,Rv2476c,Rv1098c,Rv1475c,,,,,,,,,,,
3,0.0485443164846791,0.0382266269807997,Rv2476c,Rv1623c,Rv1475c,,,,,,,,,,,
3,0.0467674036915188,0.34796076205624,Rv2476c,Rv0694,Rv1475c,,,,,,,,,,,
4,0.0250242471109121,0.0638355662356,Rv2476c,Rv1236,Rv2498c,Rv2075c,,,,,,,,,,
4,0.0477777471290927,0.0653554457239807,Rv2476c,Rv1098c,Rv0211,Rv1837c,,,,,,,,,,
4,0.0263711647092084,0.0595822966714168,Rv3010c,Rv2476c,Rv2498c,Rv2075c,,,,,,,,,,
4,0.0467674037609077,0.347960784379009,Rv2476c,Rv2498c,Rv2075c,Rv0694,,,,,,,,,,
4,0.04139315136154,0.373640470998991,Rv2476c,Rv2498c,Rv2075c,Rv1311,,,,,,,,,,
4,0.0485358203112535,0.0397075990098627,Rv2476c,Rv1098c,Rv2498c,Rv2075c,,,,,,,,,,
4,0.047876728791213,0.0608294306660486,Rv2476c,Rv0211,Rv1837c,Rv1623c,,,,,,,,,,
4,0.0485443164291684,0.0382266205455587,Rv2476c,Rv2498c,Rv2075c,Rv1623c,,,,,,,,,,
4,0.0467674037504993,0.34796079767862,Rv2476c,Rv1902c,Rv2498c,Rv2075c,,,,,,,,,,
4,0.048605930619859,0.0274866411928087,Rv2476c,Rv2332,Rv0211,Rv1475c,,,,,,,,,,
4,0.0485358203528865,0.0397075434255887,Rv2476c,Rv2332,Rv1240,Rv1475c,,,,,,,,,,
5,0.0360581558995196,0.0977505620115341,Rv2476c,Rv2194,Rv0107c,Rv1311,Rv1623c,,,,,,,,,
5,0.0477777471533789,0.0653554506134242,Rv2476c,Rv1098c,Rv0211,Rv1915,Rv0467,,,,,,,,,
5,0.0478767287912131,0.0608295233009065,Rv2476c,Rv0211,Rv1915,Rv0467,Rv1623c,,,,,,,,,
5,0.0360581558995196,0.0977501899554675,Rv2476c,Rv2200c,Rv0107c,Rv1311,Rv1623c,,,,,,,,,
5,0.0360581558995196,0.0977505620115341,Rv2476c,Rv2194,Rv1607,Rv1311,Rv1623c,,,,,,,,,
5,0.0360581558995196,0.0977501899554675,Rv2476c,Rv2200c,Rv1607,Rv1311,Rv1623c,,,,,,,,,
5,0.0485358202973754,0.0397075945917066,Rv2476c,Rv2332,Rv1240,Rv2498c,Rv2075c,,,,,,,,,
5,0.0377358002661249,0.0247224396455328,Rv2476c,Rv0211,Rv1837c,Rv0191,Rv1311,,,,,,,,,
6,0.0263711646953306,0.0595822584399959,Rv3010c,Rv2476c,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,,,,,
6,0.0250242471664232,0.0638355604023096,Rv2476c,Rv1236,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,,,,,
6,0.0250242471421372,0.0638355703237344,Rv2476c,Rv1236,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,
6,0.0467674037539687,0.347960788490457,Rv2476c,Rv1902c,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,
6,0.0263711646883918,0.0595822497776636,Rv3010c,Rv2476c,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,
6,0.0413931512678652,0.373640461479517,Rv2476c,Rv0118c,Rv1837c,Rv1311,Rv3339c,Rv0066c,,,,,,,,
6,0.0485443164846791,0.0382266269807997,Rv2476c,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv1623c,,,,,,,,
6,0.0467674037470298,0.347960787076176,Rv2476c,Rv0118c,Rv1837c,Rv0694,Rv3339c,Rv0066c,,,,,,,,
6,0.0485358202869672,0.0397076022774357,Rv2476c,Rv1098c,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,,,,,
6,0.0360581558995195,0.0977503462357356,Rv2476c,Rv3777,Rv0107c,Rv1311,Rv3150,Rv1623c,,,,,,,,
6,0.0467674036915188,0.34796076205624,Rv2476c,Rv0694,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,
6,0.0485358202973758,0.0397075999648145,Rv2476c,Rv1098c,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,
6,0.0376351061613744,0.0166512629468407,Rv2476c,Rv0211,Rv0191,Rv1311,Rv1915,Rv0467,,,,,,,,
6,0.0485443164846791,0.03822663870289,Rv2476c,Rv0118c,Rv1837c,Rv3339c,Rv0066c,Rv1623c,,,,,,,,
6,0.0413931512678652,0.373640470944473,Rv2476c,Rv1311,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,,
6,0.0360581558995195,0.0977503462357356,Rv2476c,Rv3777,Rv1607,Rv1311,Rv3150,Rv1623c,,,,,,,,
6,0.0130981870255179,0.0481687255600424,Rv3010c,Rv2476c,Rv1240,Rv0211,Rv0694,Rv1311,,,,,,,,
7,0.0251343736154864,0.0443129407451635,Rv2476c,Rv1236,Rv2332,Rv1240,Rv0118c,Rv3339c,Rv0066c,,,,,,,
7,0.0485358203528865,0.0397075434255887,Rv2476c,Rv2332,Rv1240,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,,,
7,0.0486059306233284,0.0274866518011881,Rv2476c,Rv2332,Rv0118c,Rv0211,Rv1837c,Rv3339c,Rv0066c,,,,,,,
8,0.0131642101800341,0.0338910069677983,Rv3010c,Rv2476c,Rv1188,Rv2194,Rv0694,Rv1311,Rv3150,Rv1475c,,,,,,
8,0.0131642101800341,0.0338910069677983,Rv3010c,Rv2476c,Rv3777,Rv1188,Rv0694,Rv1311,Rv3150,Rv1475c,,,,,,
8,0.0131642101800341,0.0338910069677983,Rv3010c,Rv2476c,Rv1188,Rv2200c,Rv0694,Rv1311,Rv3150,Rv1475c,,,,,,
8,0.0485358202973754,0.0397076031642083,Rv2443,Rv2476c,Rv2332,Rv1240,Rv1098c,Rv0118c,Rv3339c,Rv0066c,,,,,,
8,0.0265262031133991,0.0334766625032536,Rv1445c,Rv3010c,Rv2476c,Rv2332,Rv1240,Rv0118c,Rv3339c,Rv0066c,,,,,,
8,0.0265373054526693,0.0241780712410693,Rv1448c,Rv3010c,Rv2476c,Rv2332,Rv1240,Rv0118c,Rv3339c,Rv0066c,,,,,,
9,0.0359372385294992,0.0997813024729286,Rv2443,Rv2476c,Rv1188,Rv1098c,Rv2200c,Rv1872c,Rv0107c,Rv1311,Rv3150,,,,,
9,0.0120834234611357,0.0288939068523772,Rv3010c,Rv2476c,Rv1902c,Rv2200c,Rv1607,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.012083423421237,0.0288938908940281,Rv3010c,Rv2476c,Rv0118c,Rv2194,Rv1837c,Rv0694,Rv1607,Rv1311,Rv1623c,,,,,
9,0.0120834234706767,0.0288938981010506,Rv3010c,Rv2476c,Rv2200c,Rv0694,Rv0107c,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.0120834234611357,0.0288939068523772,Rv3010c,Rv2476c,Rv1902c,Rv2200c,Rv0107c,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.0120834234706767,0.0288939011278123,Rv3010c,Rv2476c,Rv2194,Rv0694,Rv1607,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.013164210195213,0.0338910106908915,Rv3010c,Rv2476c,Rv1902c,Rv1188,Rv2200c,Rv1872c,Rv1311,Rv3150,Rv1475c,,,,,
9,0.012083423421237,0.0288938871687378,Rv3010c,Rv2476c,Rv0118c,Rv2200c,Rv1837c,Rv0694,Rv0107c,Rv1311,Rv1623c,,,,,
9,0.0120834234706767,0.0288938981010506,Rv3010c,Rv2476c,Rv2200c,Rv0694,Rv1607,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.0120834234472579,0.0288938101817549,Rv3010c,Rv2476c,Rv1902c,Rv0118c,Rv2194,Rv1837c,Rv0107c,Rv1311,Rv1623c,,,,,
9,0.0120834234611357,0.0288939165733573,Rv3010c,Rv2476c,Rv1902c,Rv2194,Rv0107c,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.0120834234706767,0.0288939011278123,Rv3010c,Rv2476c,Rv2194,Rv0694,Rv0107c,Rv1311,Rv1915,Rv0467,Rv1623c,,,,,
9,0.0120834234472579,0.0288938101817549,Rv3010c,Rv2476c,Rv1902c,Rv0118c,Rv2194,Rv1837c,Rv1607,Rv1311,Rv1623c,,,,,
9,0.0131642101800341,0.0338910066185523,Rv3010c,Rv2476c,Rv1188,Rv2200c,Rv2498c,Rv2075c,Rv0694,Rv1311,Rv3150,,,,,
9,0.0120834234472579,0.0288939056122231,Rv3010c,Rv2476c,Rv1902c,Rv0118c,Rv2200c,Rv1837c,Rv1607,Rv1311,Rv1623c,,,,,
9,0.013164210195213,0.0338910106908915,Rv3010c,Rv2476c,Rv1902c,Rv1188,Rv2194,Rv1872c,Rv1311,Rv3150,Rv1475c,,,,,
9,0.0359372385399073,0.0997814049150079,Rv2443,Rv2476c,Rv3777,Rv1188,Rv1098c,Rv1872c,Rv1607,Rv1311,Rv3150,,,,,
9,0.0120834234472579,0.0288939056122231,Rv3010c,Rv2476c,Rv1902c,Rv0118c,Rv2200c,Rv1837c,Rv0107c,Rv1311,Rv1623c,,,,,
9,0.0359372385399073,0.0997814049150079,Rv2443,Rv2476c,Rv1188,Rv1098c,Rv2194,Rv1872c,Rv1607,Rv1311,Rv3150,,,,,
10,0.0359372385364379,0.0997812563737883,Rv2443,Rv2476c,Rv3777,Rv2332,Rv1240,Rv1188,Rv1872c,Rv0107c,Rv1311,Rv3150,,,,
10,0.0120834234351149,0.0288938781529277,Rv3010c,Rv2476c,Rv3777,Rv0118c,Rv1837c,Rv0694,Rv0107c,Rv1311,Rv3150,Rv1623c,,,,
10,0.0120781606667707,0.0306234407959844,Rv3010c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv0118c,Rv2194,Rv0107c,Rv1311,Rv1623c,,,,
10,0.012083423416033,0.0288938867007003,Rv3010c,Rv2476c,Rv3777,Rv0694,Rv0107c,Rv1311,Rv3150,Rv1915,Rv0467,Rv1623c,,,,
10,0.0120781606069228,0.0306234228064598,Rv3010c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv0118c,Rv2200c,Rv0107c,Rv1311,Rv1623c,,,,
10,0.0120834234628704,0.0288939184382643,Rv3010c,Rv2476c,Rv3777,Rv1902c,Rv1607,Rv1311,Rv3150,Rv1915,Rv0467,Rv1623c,,,,
10,0.0129585123658904,0.0864877238743304,Rv3010c,Rv2476c,Rv2332,Rv0118c,Rv0211,Rv2200c,Rv0694,Rv1607,Rv1311,Rv1623c,,,,
10,0.0120834234351149,0.0288938781529277,Rv3010c,Rv2476c,Rv3777,Rv0118c,Rv1837c,Rv0694,Rv1607,Rv1311,Rv3150,Rv1623c,,,,
10,0.0129585124196668,0.0864878386532916,Rv3010c,Rv2476c,Rv1902c,Rv2332,Rv0118c,Rv0211,Rv2194,Rv0107c,Rv1311,Rv1623c,,,,
10,0.0129585124196668,0.0864878386532916,Rv3010c,Rv2476c,Rv1902c,Rv2332,Rv0118c,Rv0211,Rv2194,Rv1607,Rv1311,Rv1623c,,,,
10,0.0129585123658904,0.086487731324911,Rv3010c,Rv2476c,Rv2332,Rv0118c,Rv0211,Rv2194,Rv0694,Rv1607,Rv1311,Rv1623c,,,,
10,0.0120834234489927,0.0288938997063683,Rv3010c,Rv2476c,Rv3777,Rv1902c,Rv0118c,Rv1837c,Rv1607,Rv1311,Rv3150,Rv1623c,,,,
10,0.0120781606667707,0.0306234449093251,Rv3010c,Rv2476c,Rv2332,Rv1240,Rv0118c,Rv2200c,Rv0694,Rv1607,Rv1311,Rv1623c,,,,
11,0.0129585123650231,0.0864879817916432,Rv3010c,Rv2476c,Rv3777,Rv2332,Rv0118c,Rv0211,Rv0694,Rv1607,Rv1311,Rv3150,Rv1623c,,,
12,0.0120453719675467,0.030540691992084,Rv3010c,Rv2443,Rv2476c,Rv1188,Rv1098c,Rv2194,Rv0694,Rv1607,Rv1311,Rv3150,Rv1915,Rv0467,,
12,0.0120453719796897,0.0305403437619731,Rv3010c,Rv2443,Rv2476c,Rv2332,Rv1240,Rv1188,Rv2194,Rv0694,Rv1607,Rv1311,Rv3150,Rv1475c,,
12,0.0120453719484647,0.0305401485891365,Rv3010c,Rv2443,Rv2476c,Rv1188,Rv1098c,Rv0118c,Rv2194,Rv1837c,Rv0694,Rv0107c,Rv1311,Rv3150,,
12,0.0120453719796897,0.0305403437619731,Rv3010c,Rv2443,Rv2476c,Rv2332,Rv1240,Rv1188,Rv2194,Rv0694,Rv0107c,Rv1311,Rv3150,Rv1475c,,
12,0.0120453719675467,0.030540691992084,Rv3010c,Rv2443,Rv2476c,Rv3777,Rv1188,Rv1098c,Rv0694,Rv0107c,Rv1311,Rv3150,Rv1915,Rv0467,,
12,0.0120453719796897,0.0305403437619731,Rv3010c,Rv2443,Rv2476c,Rv2332,Rv1240,Rv1188,Rv2200c,Rv0694,Rv0107c,Rv1311,Rv3150,Rv1475c,,
12,0.0120453719675467,0.030540691992084,Rv3010c,Rv2443,Rv2476c,Rv1188,Rv1098c,Rv2200c,Rv0694,Rv1607,Rv1311,Rv3150,Rv1915,Rv0467,,
12,0.0120453719484647,0.0305401485891365,Rv3010c,Rv2443,Rv2476c,Rv1188,Rv1098c,Rv0118c,Rv2200c,Rv1837c,Rv0694,Rv1607,Rv1311,Rv3150,,
12,0.0120453719103009,0.0305402725204986,Rv3010c,Rv2443,Rv2476c,Rv2332,Rv1240,Rv1188,Rv0118c,Rv2194,Rv0694,Rv1607,Rv1311,Rv3150,,
12,0.0120453719103009,0.0305402725204986,Rv3010c,Rv2443,Rv2476c,Rv3777,Rv2332,Rv1240,Rv1188,Rv0118c,Rv0694,Rv0107c,Rv1311,Rv3150,,
12,0.0115110421790457,0.0360103156054602,Rv2443,Rv2476c,Rv1236,Rv2332,Rv1240,Rv1188,Rv0118c,Rv2194,Rv0694,Rv0107c,Rv1311,Rv3150,,
13,0.012045371934587,0.0305399502299308,Rv3010c,Rv2443,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv2194,Rv1872c,Rv0107c,Rv1311,Rv3150,Rv1915,Rv0467,
13,0.0120453719675467,0.0305403055646479,Rv3010c,Rv2443,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0118c,Rv2200c,Rv1872c,Rv1607,Rv1311,Rv3150,
14,0.012707791960431,0.079977464215756,Rv3010c,Rv2443,Rv2476c,Rv2332,Rv1188,Rv1098c,Rv0118c,Rv0211,Rv2194,Rv0694,Rv0107c,Rv1311,Rv3150,Rv0859
14,0.012707791960431,0.079977464215756,Rv3010c,Rv2443,Rv2476c,Rv2332,Rv1188,Rv1098c,Rv0118c,Rv0211,Rv2200c,Rv0694,Rv1607,Rv1311,Rv3150,Rv0859
