Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
3,0.323119524575317,0.0255109822734311,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,,
4,0.323119524575319,0.0255109822737533,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_20318,PHATRDRAFT_21970,
4,0.323119524575382,0.0255109822738667,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_5423,PHATRDRAFT_21970,
4,0.323119524575319,0.0255109822737533,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_35691,PHATRDRAFT_21970,
4,0.323119524575348,0.0255109822735281,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_38085,PHATRDRAFT_28181,
4,0.3231195245756,0.0255109822735764,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_28181,YP_874486_AT1,
4,0.3231195245756,0.0255109822735764,PHATRDRAFT_54015,PHATRDRAFT_20318,PHATRDRAFT_23723,PHATRDRAFT_28181,
4,0.323119524575382,0.0255109822738667,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_38085,PHATRDRAFT_21970,
4,0.3231195245756,0.0255109822735764,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_38085,PHATRDRAFT_28181,
4,0.323119524575319,0.0255109822737533,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_38946,PHATRDRAFT_21970,
4,0.3231195245756,0.0255109822735764,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_5423,PHATRDRAFT_28181,
4,0.323119524575382,0.0255109822738667,PHATRDRAFT_54015,PHATRDRAFT_35691,PHATRDRAFT_21970,PHATRDRAFT_31436,
4,0.323119524575151,0.0255109822734822,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_35580,PHATRDRAFT_28181,
4,0.323119524575549,0.0255109822734929,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_12331,PHATRDRAFT_21970,
4,0.3231195245756,0.0255109822735764,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_35691,PHATRDRAFT_28181,
4,0.323119524575348,0.0255109822735281,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_35691,PHATRDRAFT_28181,
4,0.3231195245756,0.0255109822735764,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_35691,PHATRDRAFT_28181,
4,0.323119524575382,0.0255109822738667,PHATRDRAFT_54015,PHATRDRAFT_20318,PHATRDRAFT_23723,PHATRDRAFT_21970,
4,0.323119524575382,0.0255109822738667,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_21970,YP_874486_AT1,
4,0.323119524575373,0.0255109822735878,PHATRDRAFT_54015,PHATRDRAFT_20318,PHATRDRAFT_35580,PHATRDRAFT_28181,
5,0.32311952457519,0.0255109822735362,PHATRDRAFT_54015,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_38085,PHATRDRAFT_21970
