Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.314016270583926,0.0247922607680664,PHATRDRAFT_draft521,PHATRDRAFT_31544,,
3,0.31401627058392,0.0247922607679243,PHATRDRAFT_draft521,PHATRDRAFT_38085,PHATRDRAFT_31436,
3,0.314016270583982,0.0247922607678525,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_38946,
3,0.31401627058392,0.0247922607679243,PHATRDRAFT_draft521,PHATRDRAFT_22803,PHATRDRAFT_38946,
3,0.314016270583874,0.0247922607679465,PHATRDRAFT_draft521,PHATRDRAFT_54478,PHATRDRAFT_35691,
3,0.314016270583927,0.0247922607679552,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,
3,0.31401627058392,0.0247922607679243,PHATRDRAFT_draft521,PHATRDRAFT_11319,PHATRDRAFT_20318,
3,0.314016270583922,0.0247922607679546,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,
3,0.314016270584174,0.0247922607682636,PHATRDRAFT_draft521,PHATRDRAFT_12331,PHATRDRAFT_35580,
3,0.31401627058392,0.0247922607679243,PHATRDRAFT_draft521,PHATRDRAFT_55069,PHATRDRAFT_35691,
3,0.314016270583922,0.0247922607679545,PHATRDRAFT_draft521,PHATRDRAFT_22803,PHATRDRAFT_12331,
4,0.314016270583923,0.0247922607679498,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_12331,PHATRDRAFT_21970
4,0.314016270583814,0.024792260767919,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.314016270583924,0.024792260767893,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_12331,PHATRDRAFT_21970
4,0.314016270584137,0.0247922607679358,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.314016270584137,0.0247922607679358,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_35691,PHATRDRAFT_21970
4,0.314016270583925,0.0247922607679075,PHATRDRAFT_54015,PHATRDRAFT_47293,PHATRDRAFT_21970,PHATRDRAFT_42245
4,0.314016270583929,0.0247922607680073,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_35691,PHATRDRAFT_21970
