Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
1,0.0463781906998966,0.168555309791159,Rv1311,,,,,,,,,
2,0.0505199438186429,0.0028740215040417,Rv0408,Rv1475c,,,,,,,,
2,0.0505199438186429,0.0028740215040417,Rv1475c,Rv0409,,,,,,,,
3,0.0495030968889897,0.344984998742711,Rv1098c,Rv0694,Rv1475c,,,,,,,
3,0.0495030969288884,0.344985991483554,Rv1902c,Rv1098c,Rv1475c,,,,,,,
3,0.0495030968889898,0.344985937932506,Rv1902c,Rv1240,Rv1475c,,,,,,,
3,0.0495030969184801,0.344985931064002,Rv1240,Rv0694,Rv1475c,,,,,,,
4,0.0499492632790173,0.417945251918727,Rv1902c,Rv1240,Rv1915,Rv0467,,,,,,
4,0.0499492632790173,0.417945130678574,Rv1240,Rv0118c,Rv1837c,Rv0694,,,,,,
4,0.0499492632512614,0.417945244139679,Rv1902c,Rv1240,Rv0118c,Rv1837c,,,,,,
4,0.0494807921502569,0.35249032618038,Rv1188,Rv0694,Rv3150,Rv1475c,,,,,,
4,0.0499492632790174,0.417945250286721,Rv1240,Rv0694,Rv1915,Rv0467,,,,,,
5,0.0505199438325206,0.00287401301805957,Rv0118c,Rv1837c,Rv3339c,Rv0066c,Rv0409,,,,,
5,0.0505199438186429,0.0028740215040417,Rv0408,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,
5,0.0505199438325206,0.00287401301805957,Rv0408,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,,
5,0.0499492633067728,0.417945272522047,Rv2443,Rv1902c,Rv1098c,Rv1915,Rv0467,,,,,
5,0.0505199438186429,0.0028740215040417,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv0409,,,,,
5,0.048092014403065,0.00273563087701786,Rv0408,Rv0211,Rv0694,Rv1915,Rv0467,,,,,
5,0.0480920144308207,0.0027359052160978,Rv1902c,Rv0408,Rv0211,Rv1915,Rv0467,,,,,
5,0.048092014382249,0.00273586868721256,Rv0118c,Rv0211,Rv1837c,Rv0694,Rv0409,,,,,
5,0.0499492632790174,0.417945214343872,Rv2443,Rv1098c,Rv0694,Rv1915,Rv0467,,,,,
5,0.0432257219722179,0.428990419290967,Rv1902c,Rv1240,Rv1098c,Rv0191,Rv1311,,,,,
5,0.0480920144308207,0.0027359052160978,Rv1902c,Rv0211,Rv1915,Rv0467,Rv0409,,,,,
5,0.048092014382249,0.00273586868721256,Rv0408,Rv0118c,Rv0211,Rv1837c,Rv0694,,,,,
5,0.0480920145383738,0.00273591477671003,Rv1902c,Rv0408,Rv0118c,Rv0211,Rv1837c,,,,,
5,0.048092014403065,0.00273563087701786,Rv0211,Rv0694,Rv1915,Rv0467,Rv0409,,,,,
5,0.0499492632443232,0.417945230064852,Rv2443,Rv1098c,Rv0118c,Rv1837c,Rv0694,,,,,
5,0.0480920145383738,0.00273591477671003,Rv1902c,Rv0118c,Rv0211,Rv1837c,Rv0409,,,,,
5,0.0499492632443232,0.417944955872372,Rv2443,Rv1902c,Rv1098c,Rv0118c,Rv1837c,,,,,
6,0.0499492632790174,0.417945259841273,Rv2443,Rv2332,Rv1240,Rv1098c,Rv0118c,Rv0694,,,,
6,0.04950309688899,0.34498603010387,Rv1902c,Rv1098c,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,
6,0.0495030969288884,0.344985991483554,Rv1902c,Rv1098c,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,
6,0.0499492632582009,0.417945392476893,Rv2443,Rv1902c,Rv2332,Rv1240,Rv1098c,Rv0118c,,,,
6,0.0499084027919774,0.422511578071862,Rv2443,Rv1188,Rv0118c,Rv1837c,Rv0694,Rv3150,,,,
6,0.0499084028336106,0.422511786571704,Rv2443,Rv1188,Rv0694,Rv3150,Rv1915,Rv0467,,,,
7,0.0498133211547502,0.418168362898185,Rv2443,Rv2332,Rv1240,Rv1188,Rv0118c,Rv0694,Rv3150,,,
8,0.0505199438463983,0.00287403409133659,Rv2443,Rv2332,Rv1240,Rv0408,Rv1098c,Rv0118c,Rv3339c,Rv0066c,,
8,0.0505199438463983,0.00287403409133659,Rv2443,Rv2332,Rv1240,Rv1098c,Rv0118c,Rv3339c,Rv0066c,Rv0409,,
8,0.049908402833611,0.422511665309237,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1902c,Rv1188,Rv1915,Rv0467,,
8,0.0373393083250479,0.281950710560065,Rv1902c,Rv1188,Rv0118c,Rv0211,Rv2200c,Rv1837c,Rv1872c,Rv3150,,
8,0.049908402805855,0.422511748316917,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1188,Rv0118c,Rv1837c,Rv0694,,
9,0.0498133212033224,0.41816857304549,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0118c,
9,0.049813321182506,0.418168461978272,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,Rv0118c,Rv0694,
10,0.050384961094786,0.00286635034717619,Rv2443,Rv2332,Rv1240,Rv1188,Rv0118c,Rv1872c,Rv3150,Rv3339c,Rv0066c,Rv0409
10,0.050384961094786,0.00286635034717619,Rv2443,Rv2332,Rv1240,Rv0408,Rv1188,Rv0118c,Rv1872c,Rv3150,Rv3339c,Rv0066c
