Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
2,0.359606707775731,0.0483084925522811,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,
2,0.359606707775731,0.0483084925524121,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,
2,0.359606707775731,0.048308492552281,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,
2,0.359606707775731,0.0150597273386051,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,
2,0.359606707775844,0.0150597273386099,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,
3,0.359606707775732,0.0483084925522811,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,,
3,0.359606707775718,0.0483084925522793,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,,,
4,0.359606707775955,0.0505998222725156,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,,
4,0.35960670777568,0.0220707141631728,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,,
5,0.359606707775721,0.0596943412100177,PHATRDRAFT_45947,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_28068,
5,0.359606707775717,0.0596943412100171,PHATRDRAFT_55192,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_35240,
6,0.359606707775732,0.0106859836505855,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_10454,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_19979
