Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
4,0.271706069772483,0.0508444506765646,PHATRDRAFT_45947,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,,,,
4,0.271706069772322,0.0508444506767848,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_19708,PHATRDRAFT_23913,,,,
4,0.271706069772363,0.0508444506763329,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_23913,PHATRDRAFT_51830,,,,
4,0.271706069772526,0.05084445067647,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_23913,,,,
4,0.271706069772483,0.0508444506765646,PHATRDRAFT_45947,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
4,0.271706069772526,0.05084445067647,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_20310,PHATRDRAFT_23913,,,,
5,0.271706069772528,0.0508444506764616,PHATRDRAFT_54219,PHATRDRAFT_36257,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_23913,,,
5,0.271706069772374,0.0508444506764086,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_23913,,,
5,0.271706069772528,0.0508444506764616,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_36256,PHATRDRAFT_23913,,,
5,0.271706069772614,0.050844450676561,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_23365,,,
6,0.271706069772614,0.050844450676561,PHATRDRAFT_13643,Phatr3_EG02215,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_41886,PHATRDRAFT_39681,,
6,0.271706069772201,0.0508444506762568,PHATRDRAFT_13643,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_44384,,
6,0.271706069772532,0.0508444506764543,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_20445,PHATRDRAFT_23365,,
6,0.271706069772266,0.050844450676271,PHATRDRAFT_42015,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_19708,PHATRDRAFT_41886,PHATRDRAFT_39681,,
7,0.271706069772545,0.0508444506765087,PHATRDRAFT_54219,PHATRDRAFT_49112,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_25572,
7,0.271706069772284,0.0508444506763761,PHATRDRAFT_13643,PHATRDRAFT_49112,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20310,PHATRDRAFT_18064,Phatr3_EG02101,
7,0.271706069772545,0.0508444506765087,PHATRDRAFT_55192,Phatr3_EG02215,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_20445,
7,0.271706069772597,0.0508444506766333,PHATRDRAFT_draft976,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_20445,PHATRDRAFT_44384,
7,0.271706069772605,0.0508444506765799,PHATRDRAFT_draft976,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_25572,PHATRDRAFT_36390,
8,0.271706069772376,0.050844450676115,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_36256,PHATRDRAFT_40430,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_36390
