Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
3,0.35960670777573,0.662933320211598,PHATRDRAFT_26290,PHATRDRAFT_48983,PHATRDRAFT_8982,,,
3,0.35960670777573,0.662933320210669,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_8982,,,
3,0.359606707775732,0.293755832740655,PHATRDRAFT_14792,PHATRDRAFT_50742,PHATRDRAFT_48078,,,
3,0.359606707775732,0.293755832740655,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_48078,,,
3,0.359606707775731,0.293755832740699,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_48078,,,
4,0.359606707775731,0.662933320211315,PHATRDRAFT_26290,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,,
4,0.359606707775731,0.662933320211315,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_41063,PHATRDRAFT_33839,,
4,0.359606707775732,0.293755832740763,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_859,PHATRDRAFT_23913,,
4,0.359606707775671,0.293755832740809,PHATRDRAFT_48983,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_51970,,
4,0.359606707775732,0.293755832740645,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_48078,,
4,0.359606707775731,0.214373506064619,PHATRDRAFT_48983,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_35580,,
4,0.359606707775731,0.29375583274074,PHATRDRAFT_14792,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_48078,,
5,0.35960670777573,0.662933320210669,PHATRDRAFT_30145,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_50742,
5,0.359606707775731,0.293755832740699,PHATRDRAFT_48983,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_48078,
5,0.359606707775787,0.293755832740821,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_23913,
5,0.359606707775727,0.2143735060651,PHATRDRAFT_14792,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_19708,PHATRDRAFT_55069,
5,0.35960670777574,0.214373506065419,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_17720,
6,0.359606707775732,0.662933320210709,PHATRDRAFT_14792,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_23723
6,0.359606707775842,0.214373506065916,PHATRDRAFT_13643,PHATRDRAFT_14792,PHATRDRAFT_42015,PHATRDRAFT_48983,PHATRDRAFT_28191,PHATRDRAFT_31436
6,0.35960670777573,0.21437350606638,PHATRDRAFT_14792,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_22803,PHATRDRAFT_23365
