Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
2,0.0505199438880318,0.00287402806861798,Rv0408,Rv1475c,,,,,,,,
3,0.0496430782401953,0.00282414445351686,Rv1240,Rv0408,Rv0211,,,,,,,
4,0.0497478483346175,0.00283010247401662,Rv0408,Rv0211,Rv1837c,Rv1623c,,,,,,
4,0.0496430782401955,0.00282414491918992,Rv0408,Rv1098c,Rv0211,Rv1837c,,,,,,
5,0.0477078642803377,0.726784808143316,Rv0234c,Rv1731,Rv1902c,Rv0211,Rv1475c,,,,,
5,0.0497478483484957,0.00283009986783394,Rv0408,Rv0211,Rv1915,Rv0467,Rv1623c,,,,,
5,0.0477078642803377,0.726784805582179,Rv3432c,Rv1902c,Rv1248c,Rv0211,Rv1475c,,,,,
5,0.0476013632403681,0.70188200502788,Rv3432c,Rv1902c,Rv1240,Rv1248c,Rv0211,,,,,
5,0.0480974972750851,0.00273621564982082,Rv0408,Rv0118c,Rv0211,Rv1837c,Rv0694,,,,,
5,0.0505199438221124,0.00287401666075735,Rv0408,Rv0118c,Rv1837c,Rv3339c,Rv0066c,,,,,
5,0.0505199438880318,0.00287402806861798,Rv0408,Rv1915,Rv0467,Rv3339c,Rv0066c,,,,,
5,0.049643078267951,0.00282414733205116,Rv0408,Rv1098c,Rv0211,Rv1915,Rv0467,,,,,
5,0.0480974974728436,0.00273624433646838,Rv0408,Rv0211,Rv0694,Rv1915,Rv0467,,,,,
5,0.0477078643254405,0.726784816739168,Rv0234c,Rv1731,Rv1902c,Rv0211,Rv1837c,,,,,
5,0.0480974974416185,0.00273618591887083,Rv1902c,Rv0408,Rv0118c,Rv0211,Rv1837c,,,,,
5,0.0476013632403681,0.701882115881147,Rv0234c,Rv1731,Rv1902c,Rv1240,Rv0211,,,,,
5,0.0477078642803373,0.726784776192654,Rv3432c,Rv1902c,Rv1248c,Rv0211,Rv1837c,,,,,
5,0.04845825819926,0.696515586005244,Rv0234c,Rv1731,Rv1902c,Rv1240,Rv1475c,,,,,
5,0.0480974973028405,0.00273622173473058,Rv1902c,Rv0408,Rv0211,Rv1915,Rv0467,,,,,
6,0.0498302544108261,0.00283477989487124,Rv3432c,Rv0408,Rv1248c,Rv0211,Rv1915,Rv0467,,,,
6,0.0498302544108261,0.00283479456794244,Rv3432c,Rv0408,Rv1248c,Rv0118c,Rv0211,Rv1837c,,,,
6,0.0476013632403681,0.701882344442334,Rv1902c,Rv1240,Rv1248c,Rv0211,Rv3290c,Rv2589,,,,
6,0.047707864280338,0.726784693474222,Rv0234c,Rv1731,Rv1902c,Rv0211,Rv1915,Rv0467,,,,
6,0.0484582582426283,0.696515587721844,Rv2443,Rv3432c,Rv1902c,Rv1098c,Rv1248c,Rv1475c,,,,
6,0.0477078642803373,0.726784847179009,Rv1902c,Rv1248c,Rv0211,Rv1837c,Rv3290c,Rv2589,,,,
6,0.0484582582148727,0.696515529477007,Rv2443,Rv0234c,Rv1731,Rv1902c,Rv1098c,Rv1475c,,,,
6,0.0498302543969482,0.00283476166569272,Rv0234c,Rv1731,Rv0408,Rv0118c,Rv0211,Rv1837c,,,,
6,0.0477078642803377,0.726784769454624,Rv3432c,Rv1902c,Rv1248c,Rv0211,Rv1915,Rv0467,,,,
7,0.0486777243056187,0.840068537431399,Rv2443,Rv3432c,Rv1902c,Rv1098c,Rv1248c,Rv1915,Rv0467,,,
7,0.0486777242639856,0.840068039470471,Rv2443,Rv3432c,Rv1902c,Rv1098c,Rv1248c,Rv0118c,Rv1837c,,,
7,0.0486777242570465,0.840068504644988,Rv2443,Rv0234c,Rv1731,Rv1902c,Rv1098c,Rv0118c,Rv1837c,,,
7,0.0477078642803377,0.726784869599306,Rv1902c,Rv1248c,Rv0211,Rv1915,Rv0467,Rv3290c,Rv2589,,,
7,0.0498302544108261,0.00283477986081004,Rv0408,Rv1248c,Rv0211,Rv1915,Rv0467,Rv3290c,Rv2589,,,
8,0.0505199438221124,0.00287403862640976,Rv2443,Rv2332,Rv1240,Rv0408,Rv1098c,Rv0118c,Rv3339c,Rv0066c,,
8,0.0484141963765918,0.711339930235822,Rv2443,Rv3432c,Rv1902c,Rv1188,Rv1248c,Rv0694,Rv3150,Rv1475c,,
9,0.0486243799925703,0.849010328277464,Rv2443,Rv3432c,Rv1902c,Rv1188,Rv1248c,Rv0118c,Rv1837c,Rv0694,Rv3150,
10,0.0378823871262698,0.0021551035776658,Rv2332,Rv1240,Rv0408,Rv0118c,Rv2194,Rv1607,Rv1311,Rv3339c,Rv0066c,Rv1623c
10,0.03788238712627,0.00215512243694795,Rv2332,Rv1240,Rv0408,Rv0118c,Rv2200c,Rv1607,Rv1311,Rv3339c,Rv0066c,Rv1623c
