Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
4,0.219117793005379,0.0551971380725456,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,PHATRDRAFT_46728,,,,,
4,0.219117793005379,0.0551971380725456,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,PHATRDRAFT_51830,,,,,
4,0.219117793005379,0.0551971380725456,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,PHATRDRAFT_51830,,,,,
4,0.219117793005379,0.0551971380725456,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_23913,PHATRDRAFT_51245,,,,,
5,0.219117793005372,0.0551971380722297,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
5,0.219117793005531,0.0551971380732823,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_23365,,,,
6,0.219117793005441,0.0551971380731285,PHATRDRAFT_42015,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_29016,PHATRDRAFT_20143,PHATRDRAFT_20310,,,
6,0.21911779300591,0.0551971380747588,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_40430,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_23365,,,
6,0.219117793005531,0.0551971380732823,PHATRDRAFT_13643,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_36390,,,
6,0.219117793005422,0.0551971380742203,PHATRDRAFT_55192,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_44384,,,
6,0.21911779300542,0.0551971380726582,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_25572,PHATRDRAFT_23365,,,
7,0.219117793005432,0.0551971380724785,Phatr3_EG02215,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_20445,PHATRDRAFT_22019,,
7,0.219117793005434,0.0551971380725691,PHATRDRAFT_55192,Phatr3_EG02215,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_20445,,
7,0.219117793005432,0.0551971380724785,PHATRDRAFT_draft976,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_25572,PHATRDRAFT_36390,,
7,0.219117793005524,0.0551971380729678,PHATRDRAFT_23467,PHATRDRAFT_42015,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_40430,PHATRDRAFT_41886,PHATRDRAFT_39681,,
7,0.219117793005432,0.0551971380724785,PHATRDRAFT_55192,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_25572,PHATRDRAFT_36390,,
7,0.21911779300542,0.0551971380726582,PHATRDRAFT_13643,PHATRDRAFT_49112,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_20445,,
7,0.219117793005313,0.055197138072115,PHATRDRAFT_13643,Phatr3_EG02215,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20143,PHATRDRAFT_20310,Phatr3_EG02101,,
8,0.219117793005428,0.0551971380722069,PHATRDRAFT_54219,Phatr3_EG02215,PHATRDRAFT_36257,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_40430,PHATRDRAFT_20143,PHATRDRAFT_20310,
9,0.219117793005421,0.0551971380722949,PHATRDRAFT_49112,PHATRDRAFT_55035,PHATRDRAFT_36256,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_20445
