Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
5,0.0521027999318221,0.00939408280127167,Rv2443,Rv1098c,Rv1872c,Rv3150,Rv1555,,,,
5,0.0502383966712013,0.00905793137743172,Rv2443,Rv1098c,Rv0694,Rv3150,Rv1555,,,,
6,0.0502383968030403,0.00905793318118724,Rv2443,Rv2332,Rv1240,Rv0694,Rv3150,Rv1555,,,
6,0.0502383968307958,0.00905793228953132,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,Rv0859,,,
6,0.0513467121778884,0.0295738100850092,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1098c,Rv1555,,,
6,0.0521027999318221,0.0093940837435128,Rv2443,Rv1188,Rv1098c,Rv1872c,Rv3150,Rv0859,,,
6,0.0521027999318223,0.00939408478539919,Rv2443,Rv2332,Rv1240,Rv1872c,Rv3150,Rv1555,,,
7,0.0500741555533437,0.0127380640113388,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv1555,Rv1475c,,
7,0.052102799959578,0.00939408492702443,Rv2443,Rv2332,Rv1240,Rv1188,Rv1872c,Rv3150,Rv0859,,
7,0.0500741555533433,0.0127380641773369,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv1555,Rv1475c,,
7,0.0502383967614063,0.00905793108413708,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv0859,,
7,0.0513467121778886,0.0295738071436062,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1555,,
7,0.0521027999318221,0.00939408337049652,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1188,Rv1098c,Rv0859,,
8,0.0519347448950822,0.0132113681463414,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv0118c,Rv1837c,Rv1555,
8,0.050074155581099,0.012738064078907,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv1555,Rv1475c,Rv3290c,Rv2589,
8,0.0519347449367155,0.01321136899309,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv1915,Rv0467,Rv1555,
8,0.0519347449367155,0.0132113683039271,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv0118c,Rv1837c,Rv1555,
8,0.0521027999179441,0.00939408221966388,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,Rv0859,
9,0.0519347449367155,0.0132113687105987,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv0118c,Rv1837c,Rv1555,Rv3290c,Rv2589
9,0.0519347449367155,0.0132113676803565,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv1915,Rv0467,Rv1555,Rv3290c,Rv2589
