Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.34089303866287,0.0915891081188615,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.340893038662815,0.0915891081188471,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.340893038662814,0.0915891081188468,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.340893038662754,0.0915891081188306,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
3,0.340893038662814,0.0915891081188468,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,
3,0.34089303866276,0.0915891081188323,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
4,0.336762592860839,0.111804483566769,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,
4,0.336762592860944,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,
4,0.350808310118135,0.0430614322328648,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.350808310118135,0.0430614322328648,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,
4,0.350808310118083,0.0430614322328584,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,
5,0.350808310118198,0.0430614322328725,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_10693
5,0.350808310118081,0.0430614322328581,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35240,PHATRDRAFT_10693
5,0.350808310118136,0.0430614322328648,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_25932,PHATRDRAFT_11014
